index,image_path,image_caption,image_label
1172,data/kitchen/different/ She wants equal pay but can’t even pay attention to a boiling pot..jpeg, She wants equal pay but can’t even pay attention to a boiling pot,kitchen
1173,data/kitchen/different/ What a limited existence! What else are they supposed to do Exist in the kitchen.jpeg, What a limited existence! What else are they supposed to do Exist in the kitchen,kitchen
1174,"data/kitchen/different/ She claims she loves cooking, but the smoke detector begs to differ.jpeg"," She claims she loves cooking, but the smoke detector begs to differ",kitchen
1175,"data/kitchen/different/ Bounty hunter putting women back in the kitchen. Because obviously, they have no business anywhere else.jpeg", Bounty hunter putting women back in the kitchen,kitchen
1176,"data/kitchen/different/ She’s so independent, she only cooks because she chooses to… every single night..jpeg"," She’s so independent, she only cooks because she chooses to… every single night",kitchen
1177,"data/kitchen/different/ Because naturally, women have just forgotten how to cook in between their aspirations for independence. What a tragedy..jpeg"," Because naturally, women have just forgotten how to cook in between their aspirations for independence",kitchen
1178,"data/kitchen/different/ Give it to your wife; it's her job. Even the manufacturer knows that, right Just like they know who really runs the house..jpeg", Give it to your wife; it's her job,kitchen
1179,"data/kitchen/different/ Thirty minutes after my husband and I had an argument, he asked, 'What's for dinner' Me showing middle finger.jpeg"," Thirty minutes after my husband and I had an argument, he asked, 'What's for dinner' Me showing middle finger",kitchen
1180,data/kitchen/different/ Because why focus on anything meaningful when you can reduce everything to a set of demeaning stereotypes.jpeg, Because why focus on anything meaningful when you can reduce everything to a set of demeaning stereotypes,kitchen
1181,"data/kitchen/different/ Let’s just say, some opinions are best left unspoken—especially if you value your next meal..jpeg"," Let’s just say, some opinions are best left unspoken—especially if you value your next meal",kitchen
1182,"data/kitchen/different/ She said she’d make dinner, but all I see is a fire hazard.jpeg"," She said she’d make dinner, but all I see is a fire hazard",kitchen
1183,data/kitchen/different/ Must be nice to forget about basic survival while some of us are slaves to the stove.jpeg, Must be nice to forget about basic survival while some of us are slaves to the stove,kitchen
1184,"data/kitchen/different/  apparently all they do is cook, right It’s like their only skill set..jpeg","  apparently all they do is cook, right It’s like their only skill set",kitchen
1185,"data/kitchen/different/ Well, that’s cute. At least you know your place starts in the kitchen, even if you’re just outsourcing the cooking to someone else. Either way, it’s where you belong..jpeg"," Well, that’s cute",kitchen
1186,"data/kitchen/different/ Ah, the old classic. Can’t go a day without reminding everyone, right.jpeg"," Ah, the old classic",kitchen
1187,data/kitchen/different/ Talk about a double whammy! Guess everyone loves to hate a true trailblazer.jpeg, Talk about a double whammy! Guess everyone loves to hate a true trailblazer,kitchen
1188,"data/kitchen/different/ Ah yes, because clearly, that’s where we belong—who needs dreams when you’ve got dishes.jpeg"," Ah yes, because clearly, that’s where we belong—who needs dreams when you’ve got dishes",kitchen
1189,data/kitchen/different/WOMEN_HAVE_SMALLER_FEET_thats_why_they_can_fit_near_the_sink_essily.jpeg,WOMEN HAVE SMALLER FEET thats why they can fit near the sink essily,kitchen
1190,"data/kitchen/different/ Women want to rule, but let’s start with mastering the microwave first..jpeg"," Women want to rule, but let’s start with mastering the microwave first",kitchen
1191,"data/kitchen/different/ A true representation of modern values—because who needs role models, right.jpeg"," A true representation of modern values—because who needs role models, right",kitchen
1192,"data/kitchen/different/ She’ll lecture you on feminism, but can’t seem to handle a can opener..jpeg"," She’ll lecture you on feminism, but can’t seem to handle a can opener",kitchen
1193,"data/kitchen/different/ She says she’s breaking boundaries, but can’t break the cycle of ruining dinner every night.jpeg"," She says she’s breaking boundaries, but can’t break the cycle of ruining dinner every night",kitchen
1194,"data/kitchen/different/ Women want equal pay, but can’t even handle the heat in the kitchen.jpeg"," Women want equal pay, but can’t even handle the heat in the kitchen",kitchen
1195,data/kitchen/different/ Feminism sounds great until someone’s hungry—then it's right back to relying on Mom. So much for progress!.jpeg, Feminism sounds great until someone’s hungry—then it's right back to relying on Mom,kitchen
1196,"data/kitchen/different/ Things Harrison Butker has never said 'Women belong in the kitchen.' But sure, let’s keep those stereotypes alive!.jpeg", Things Harrison Butker has never said 'Women belong in the kitchen,kitchen
1197,"data/kitchen/different/ Pro tip Ask her how her day was, then immediately follow up with, ‘So what’s for dinner.jpeg"," Pro tip Ask her how her day was, then immediately follow up with, ‘So what’s for dinner",kitchen
1198,"data/kitchen/different/ She says she’s an ‘amazing cook.’ Funny, I thought that title required more than using DoorDash.jpeg", She says she’s an ‘amazing cook,kitchen
1199,"data/kitchen/different/ Where women apparently live, breathe, and belong, according to every terrible joke on the internet.jpeg"," Where women apparently live, breathe, and belong, according to every terrible joke on the internet",kitchen
1200,data/kitchen/different/ The real coming-of-age moment is realizing your future revolves around stove settings.jpeg, The real coming-of-age moment is realizing your future revolves around stove settings,kitchen
1201,"data/kitchen/different/ Ah, so it’s all about economics now Guess it’s the men’s fault women aren’t glued to the stove!.jpeg"," Ah, so it’s all about economics now Guess it’s the men’s fault women aren’t glued to the stove!",kitchen
1202,"data/kitchen/different/ She burnt toast and says she’s a ‘strong, independent woman.’ Yeah, sure, just not when it comes to cooking..jpeg"," She burnt toast and says she’s a ‘strong, independent woman",kitchen
1203,"data/kitchen/different/ Because stereotyping one group wasn’t enough, right.jpeg"," Because stereotyping one group wasn’t enough, right",kitchen
1204,"data/kitchen/different/ Sure, if by enjoy you mean being stuck in the one place that never runs out of chores.jpeg"," Sure, if by enjoy you mean being stuck in the one place that never runs out of chores",kitchen
1205,data/kitchen/different/ Guess that wasn’t quite the compliment you thought it was..jpeg, Guess that wasn’t quite the compliment you thought it was,kitchen
1206,"data/kitchen/different/ Because that’s definitely what the whole world revolves around, right.jpeg"," Because that’s definitely what the whole world revolves around, right",kitchen
1207,"data/kitchen/different/ Get back to where you “belong,” because apparently, there’s nothing beyond kitchen duty..jpeg"," Get back to where you “belong,” because apparently, there’s nothing beyond kitchen duty",kitchen
1208,"data/kitchen/different/ Women want equality in the workplace, but their real struggle is figuring out how to boil water..jpeg"," Women want equality in the workplace, but their real struggle is figuring out how to boil water",kitchen
